group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Insert into RB,,100000,,,56580100.0,ns,3
Insert into RB,,100000,,,56727400.0,ns,3
Insert into RB,,100000,,,58861500.0,ns,3
Insert into RB,,100000,,,58600200.0,ns,3
Insert into RB,,100000,,,58911800.0,ns,3
Insert into RB,,100000,,,59602700.0,ns,3
Insert into RB,,100000,,,58673300.0,ns,3
Insert into RB,,100000,,,58133300.0,ns,3
Insert into RB,,100000,,,59111700.0,ns,3
Insert into RB,,100000,,,57642800.0,ns,3
Insert into RB,,100000,,,59043600.0,ns,3
Insert into RB,,100000,,,57447600.0,ns,3
Insert into RB,,100000,,,58181600.0,ns,3
Insert into RB,,100000,,,58389500.0,ns,3
Insert into RB,,100000,,,59326900.0,ns,3
Insert into RB,,100000,,,59673200.0,ns,3
Insert into RB,,100000,,,56603100.0,ns,3
Insert into RB,,100000,,,61714700.0,ns,3
Insert into RB,,100000,,,60046100.0,ns,3
Insert into RB,,100000,,,60229800.0,ns,3
Insert into RB,,100000,,,57621500.0,ns,3
Insert into RB,,100000,,,60285300.0,ns,3
Insert into RB,,100000,,,58648500.0,ns,3
Insert into RB,,100000,,,59895700.0,ns,3
Insert into RB,,100000,,,61302200.0,ns,3
Insert into RB,,100000,,,59782800.0,ns,3
Insert into RB,,100000,,,58176100.0,ns,3
Insert into RB,,100000,,,55971300.0,ns,3
Insert into RB,,100000,,,54101700.0,ns,3
Insert into RB,,100000,,,56331700.0,ns,3
Insert into RB,,100000,,,58758600.0,ns,3
Insert into RB,,100000,,,60622700.0,ns,3
Insert into RB,,100000,,,60374500.0,ns,3
Insert into RB,,100000,,,70186000.0,ns,3
Insert into RB,,100000,,,59985600.0,ns,3
Insert into RB,,100000,,,59694900.0,ns,3
Insert into RB,,100000,,,62499300.0,ns,3
Insert into RB,,100000,,,66713800.0,ns,3
Insert into RB,,100000,,,73557600.0,ns,3
Insert into RB,,100000,,,61963600.0,ns,3
Insert into RB,,100000,,,65914600.0,ns,3
Insert into RB,,100000,,,61039000.0,ns,3
Insert into RB,,100000,,,58623400.0,ns,3
Insert into RB,,100000,,,60197900.0,ns,3
Insert into RB,,100000,,,58175000.0,ns,3
Insert into RB,,100000,,,60904300.0,ns,3
Insert into RB,,100000,,,60861100.0,ns,3
Insert into RB,,100000,,,60821000.0,ns,3
Insert into RB,,100000,,,61134600.0,ns,3
Insert into RB,,100000,,,64347500.0,ns,3
Insert into RB,,100000,,,62718400.0,ns,3
Insert into RB,,100000,,,60048600.0,ns,3
Insert into RB,,100000,,,58910200.0,ns,3
Insert into RB,,100000,,,62004000.0,ns,3
Insert into RB,,100000,,,60490700.0,ns,3
Insert into RB,,100000,,,60239700.0,ns,3
Insert into RB,,100000,,,61924000.0,ns,3
Insert into RB,,100000,,,61850200.0,ns,3
Insert into RB,,100000,,,60110400.0,ns,3
Insert into RB,,100000,,,63629000.0,ns,3
Insert into RB,,100000,,,66867200.0,ns,3
Insert into RB,,100000,,,60186600.0,ns,3
Insert into RB,,100000,,,63064600.0,ns,3
Insert into RB,,100000,,,57721900.0,ns,3
Insert into RB,,100000,,,61071200.0,ns,3
Insert into RB,,100000,,,57679700.0,ns,3
Insert into RB,,100000,,,63871700.0,ns,3
Insert into RB,,100000,,,59261700.0,ns,3
Insert into RB,,100000,,,61065200.0,ns,3
Insert into RB,,100000,,,57142000.0,ns,3
Insert into RB,,100000,,,61063500.0,ns,3
Insert into RB,,100000,,,60149500.0,ns,3
Insert into RB,,100000,,,58168900.0,ns,3
Insert into RB,,100000,,,63399300.0,ns,3
Insert into RB,,100000,,,66691300.0,ns,3
Insert into RB,,100000,,,62215700.0,ns,3
Insert into RB,,100000,,,60723400.0,ns,3
Insert into RB,,100000,,,61117100.0,ns,3
Insert into RB,,100000,,,63765100.0,ns,3
Insert into RB,,100000,,,59112500.0,ns,3
Insert into RB,,100000,,,56717600.0,ns,3
Insert into RB,,100000,,,62498700.0,ns,3
Insert into RB,,100000,,,61629000.0,ns,3
Insert into RB,,100000,,,62111300.0,ns,3
Insert into RB,,100000,,,57949000.0,ns,3
Insert into RB,,100000,,,59061200.0,ns,3
Insert into RB,,100000,,,57051400.0,ns,3
Insert into RB,,100000,,,58039900.0,ns,3
Insert into RB,,100000,,,60798800.0,ns,3
Insert into RB,,100000,,,59097700.0,ns,3
Insert into RB,,100000,,,60527000.0,ns,3
Insert into RB,,100000,,,58293600.0,ns,3
Insert into RB,,100000,,,61859800.0,ns,3
Insert into RB,,100000,,,60252300.0,ns,3
Insert into RB,,100000,,,63396600.0,ns,3
Insert into RB,,100000,,,59111300.0,ns,3
Insert into RB,,100000,,,61726500.0,ns,3
Insert into RB,,100000,,,60818700.0,ns,3
Insert into RB,,100000,,,62073700.0,ns,3
Insert into RB,,100000,,,61348600.0,ns,3
