group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Insert into RB,,10000,,,1797900.0,ns,1
Insert into RB,,10000,,,2738200.0,ns,2
Insert into RB,,10000,,,4833700.0,ns,3
Insert into RB,,10000,,,6958700.0,ns,4
Insert into RB,,10000,,,6661400.0,ns,5
Insert into RB,,10000,,,8472100.0,ns,6
Insert into RB,,10000,,,9603900.0,ns,7
Insert into RB,,10000,,,13620900.0,ns,8
Insert into RB,,10000,,,13743700.0,ns,9
Insert into RB,,10000,,,15199000.0,ns,10
Insert into RB,,10000,,,15113800.0,ns,11
Insert into RB,,10000,,,18171600.0,ns,12
Insert into RB,,10000,,,19462300.0,ns,13
Insert into RB,,10000,,,21037300.0,ns,14
Insert into RB,,10000,,,23092700.0,ns,15
Insert into RB,,10000,,,23595100.0,ns,16
Insert into RB,,10000,,,25450500.0,ns,17
Insert into RB,,10000,,,26989500.0,ns,18
Insert into RB,,10000,,,28854300.0,ns,19
Insert into RB,,10000,,,30505600.0,ns,20
Insert into RB,,10000,,,32381600.0,ns,21
Insert into RB,,10000,,,32064900.0,ns,22
Insert into RB,,10000,,,34739100.0,ns,23
Insert into RB,,10000,,,36323300.0,ns,24
Insert into RB,,10000,,,37878900.0,ns,25
Insert into RB,,10000,,,39617200.0,ns,26
Insert into RB,,10000,,,41231600.0,ns,27
Insert into RB,,10000,,,43014200.0,ns,28
Insert into RB,,10000,,,44393500.0,ns,29
Insert into RB,,10000,,,45751000.0,ns,30
Insert into RB,,10000,,,47519900.0,ns,31
Insert into RB,,10000,,,45632200.0,ns,32
Insert into RB,,10000,,,45686700.0,ns,33
Insert into RB,,10000,,,47335400.0,ns,34
Insert into RB,,10000,,,52773600.0,ns,35
Insert into RB,,10000,,,54844200.0,ns,36
Insert into RB,,10000,,,56512400.0,ns,37
Insert into RB,,10000,,,56523300.0,ns,38
Insert into RB,,10000,,,59093600.0,ns,39
Insert into RB,,10000,,,61122700.0,ns,40
Insert into RB,,10000,,,61565800.0,ns,41
Insert into RB,,10000,,,59944100.0,ns,42
Insert into RB,,10000,,,65109600.0,ns,43
Insert into RB,,10000,,,66842300.0,ns,44
Insert into RB,,10000,,,68833700.0,ns,45
Insert into RB,,10000,,,70530300.0,ns,46
Insert into RB,,10000,,,71678900.0,ns,47
Insert into RB,,10000,,,73320500.0,ns,48
Insert into RB,,10000,,,75517000.0,ns,49
Insert into RB,,10000,,,75978300.0,ns,50
Insert into RB,,10000,,,75853600.0,ns,51
Insert into RB,,10000,,,79712800.0,ns,52
Insert into RB,,10000,,,77727800.0,ns,53
Insert into RB,,10000,,,78512400.0,ns,54
Insert into RB,,10000,,,81397900.0,ns,55
Insert into RB,,10000,,,82767700.0,ns,56
Insert into RB,,10000,,,86997600.0,ns,57
Insert into RB,,10000,,,87822200.0,ns,58
Insert into RB,,10000,,,90985000.0,ns,59
Insert into RB,,10000,,,92451100.0,ns,60
Insert into RB,,10000,,,93470000.0,ns,61
Insert into RB,,10000,,,94349300.0,ns,62
Insert into RB,,10000,,,93978500.0,ns,63
Insert into RB,,10000,,,96725600.0,ns,64
Insert into RB,,10000,,,109132400.0,ns,65
Insert into RB,,10000,,,93998700.0,ns,66
Insert into RB,,10000,,,101373900.0,ns,67
Insert into RB,,10000,,,98441300.0,ns,68
Insert into RB,,10000,,,97909800.0,ns,69
Insert into RB,,10000,,,105999500.0,ns,70
Insert into RB,,10000,,,108087700.0,ns,71
Insert into RB,,10000,,,109650800.0,ns,72
Insert into RB,,10000,,,110389800.0,ns,73
Insert into RB,,10000,,,104596400.0,ns,74
Insert into RB,,10000,,,114245400.0,ns,75
Insert into RB,,10000,,,113048400.0,ns,76
Insert into RB,,10000,,,111308100.0,ns,77
Insert into RB,,10000,,,117212100.0,ns,78
Insert into RB,,10000,,,119921000.0,ns,79
Insert into RB,,10000,,,121257000.0,ns,80
Insert into RB,,10000,,,119213000.0,ns,81
Insert into RB,,10000,,,125890800.0,ns,82
Insert into RB,,10000,,,129952200.0,ns,83
Insert into RB,,10000,,,131460400.0,ns,84
Insert into RB,,10000,,,131473300.0,ns,85
Insert into RB,,10000,,,127691500.0,ns,86
Insert into RB,,10000,,,128615500.0,ns,87
Insert into RB,,10000,,,127346400.0,ns,88
Insert into RB,,10000,,,128909500.0,ns,89
Insert into RB,,10000,,,142460500.0,ns,90
Insert into RB,,10000,,,136476800.0,ns,91
Insert into RB,,10000,,,149713600.0,ns,92
Insert into RB,,10000,,,141669900.0,ns,93
Insert into RB,,10000,,,148803300.0,ns,94
Insert into RB,,10000,,,146798300.0,ns,95
Insert into RB,,10000,,,149481600.0,ns,96
Insert into RB,,10000,,,142972100.0,ns,97
Insert into RB,,10000,,,142064600.0,ns,98
Insert into RB,,10000,,,152581600.0,ns,99
Insert into RB,,10000,,,156468500.0,ns,100
