group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
RBTree Benchmarking,,70000,,,288660300.0,ns,1
RBTree Benchmarking,,70000,,,305084100.0,ns,1
RBTree Benchmarking,,70000,,,308847800.0,ns,1
RBTree Benchmarking,,70000,,,302447100.0,ns,1
RBTree Benchmarking,,70000,,,310539000.0,ns,1
RBTree Benchmarking,,70000,,,321217500.0,ns,1
RBTree Benchmarking,,70000,,,321880300.0,ns,1
RBTree Benchmarking,,70000,,,331233800.0,ns,1
RBTree Benchmarking,,70000,,,318206600.0,ns,1
RBTree Benchmarking,,70000,,,342148300.0,ns,1
RBTree Benchmarking,,70000,,,337058600.0,ns,1
RBTree Benchmarking,,70000,,,351809200.0,ns,1
RBTree Benchmarking,,70000,,,358570300.0,ns,1
RBTree Benchmarking,,70000,,,356275200.0,ns,1
RBTree Benchmarking,,70000,,,365617800.0,ns,1
RBTree Benchmarking,,70000,,,362386300.0,ns,1
RBTree Benchmarking,,70000,,,371610100.0,ns,1
RBTree Benchmarking,,70000,,,371728300.0,ns,1
RBTree Benchmarking,,70000,,,386339500.0,ns,1
RBTree Benchmarking,,70000,,,390307500.0,ns,1
RBTree Benchmarking,,70000,,,386689300.0,ns,1
RBTree Benchmarking,,70000,,,397293000.0,ns,1
RBTree Benchmarking,,70000,,,405628500.0,ns,1
RBTree Benchmarking,,70000,,,407314800.0,ns,1
RBTree Benchmarking,,70000,,,411572600.0,ns,1
RBTree Benchmarking,,70000,,,422013400.0,ns,1
RBTree Benchmarking,,70000,,,420387600.0,ns,1
RBTree Benchmarking,,70000,,,431864300.0,ns,1
RBTree Benchmarking,,70000,,,434329900.0,ns,1
RBTree Benchmarking,,70000,,,431377000.0,ns,1
RBTree Benchmarking,,70000,,,426538900.0,ns,1
RBTree Benchmarking,,70000,,,440582000.0,ns,1
RBTree Benchmarking,,70000,,,446103800.0,ns,1
RBTree Benchmarking,,70000,,,457817200.0,ns,1
RBTree Benchmarking,,70000,,,454948900.0,ns,1
RBTree Benchmarking,,70000,,,467727100.0,ns,1
RBTree Benchmarking,,70000,,,460082700.0,ns,1
RBTree Benchmarking,,70000,,,476386500.0,ns,1
RBTree Benchmarking,,70000,,,476028600.0,ns,1
RBTree Benchmarking,,70000,,,486266300.0,ns,1
RBTree Benchmarking,,70000,,,492745300.0,ns,1
RBTree Benchmarking,,70000,,,497288100.0,ns,1
RBTree Benchmarking,,70000,,,504098400.0,ns,1
RBTree Benchmarking,,70000,,,496778400.0,ns,1
RBTree Benchmarking,,70000,,,502852300.0,ns,1
RBTree Benchmarking,,70000,,,519225200.0,ns,1
RBTree Benchmarking,,70000,,,514863500.0,ns,1
RBTree Benchmarking,,70000,,,515618200.0,ns,1
RBTree Benchmarking,,70000,,,532582500.0,ns,1
RBTree Benchmarking,,70000,,,537295300.0,ns,1
RBTree Benchmarking,,70000,,,541043100.0,ns,1
RBTree Benchmarking,,70000,,,536854200.0,ns,1
RBTree Benchmarking,,70000,,,541626100.0,ns,1
RBTree Benchmarking,,70000,,,547723100.0,ns,1
RBTree Benchmarking,,70000,,,558490400.0,ns,1
RBTree Benchmarking,,70000,,,564321800.0,ns,1
RBTree Benchmarking,,70000,,,570067200.0,ns,1
RBTree Benchmarking,,70000,,,570360000.0,ns,1
RBTree Benchmarking,,70000,,,579221300.0,ns,1
RBTree Benchmarking,,70000,,,577126100.0,ns,1
RBTree Benchmarking,,70000,,,592590100.0,ns,1
RBTree Benchmarking,,70000,,,577183500.0,ns,1
RBTree Benchmarking,,70000,,,599726700.0,ns,1
RBTree Benchmarking,,70000,,,604453200.0,ns,1
RBTree Benchmarking,,70000,,,608944300.0,ns,1
RBTree Benchmarking,,70000,,,602973600.0,ns,1
RBTree Benchmarking,,70000,,,616099800.0,ns,1
RBTree Benchmarking,,70000,,,620716800.0,ns,1
RBTree Benchmarking,,70000,,,619111100.0,ns,1
RBTree Benchmarking,,70000,,,626720400.0,ns,1
RBTree Benchmarking,,70000,,,631167700.0,ns,1
RBTree Benchmarking,,70000,,,644158400.0,ns,1
RBTree Benchmarking,,70000,,,649678100.0,ns,1
RBTree Benchmarking,,70000,,,641295100.0,ns,1
RBTree Benchmarking,,70000,,,648352400.0,ns,1
RBTree Benchmarking,,70000,,,660077900.0,ns,1
RBTree Benchmarking,,70000,,,667192800.0,ns,1
RBTree Benchmarking,,70000,,,664229200.0,ns,1
RBTree Benchmarking,,70000,,,670769000.0,ns,1
RBTree Benchmarking,,70000,,,680109000.0,ns,1
RBTree Benchmarking,,70000,,,689752700.0,ns,1
RBTree Benchmarking,,70000,,,694223500.0,ns,1
RBTree Benchmarking,,70000,,,689514000.0,ns,1
RBTree Benchmarking,,70000,,,705855500.0,ns,1
RBTree Benchmarking,,70000,,,698221900.0,ns,1
RBTree Benchmarking,,70000,,,691421500.0,ns,1
RBTree Benchmarking,,70000,,,696170400.0,ns,1
RBTree Benchmarking,,70000,,,706064500.0,ns,1
RBTree Benchmarking,,70000,,,727831600.0,ns,1
RBTree Benchmarking,,70000,,,736190700.0,ns,1
RBTree Benchmarking,,70000,,,726844400.0,ns,1
RBTree Benchmarking,,70000,,,728973600.0,ns,1
RBTree Benchmarking,,70000,,,740417300.0,ns,1
RBTree Benchmarking,,70000,,,753344600.0,ns,1
RBTree Benchmarking,,70000,,,755485200.0,ns,1
RBTree Benchmarking,,70000,,,763551300.0,ns,1
RBTree Benchmarking,,70000,,,758805500.0,ns,1
RBTree Benchmarking,,70000,,,771570400.0,ns,1
RBTree Benchmarking,,70000,,,765411400.0,ns,1
RBTree Benchmarking,,70000,,,783633700.0,ns,1
