group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
RBTree Benchmarking,Search,2,,,61238300.0,ns,2
RBTree Benchmarking,Search,2,,,62140000.0,ns,2
RBTree Benchmarking,Search,2,,,62091600.0,ns,2
RBTree Benchmarking,Search,2,,,60973800.0,ns,2
RBTree Benchmarking,Search,2,,,60962000.0,ns,2
RBTree Benchmarking,Search,2,,,62264500.0,ns,2
RBTree Benchmarking,Search,2,,,61388400.0,ns,2
RBTree Benchmarking,Search,2,,,61308000.0,ns,2
RBTree Benchmarking,Search,2,,,61387600.0,ns,2
RBTree Benchmarking,Search,2,,,61057800.0,ns,2
RBTree Benchmarking,Search,2,,,61174100.0,ns,2
RBTree Benchmarking,Search,2,,,61195300.0,ns,2
RBTree Benchmarking,Search,2,,,61149800.0,ns,2
RBTree Benchmarking,Search,2,,,61208100.0,ns,2
RBTree Benchmarking,Search,2,,,62956000.0,ns,2
RBTree Benchmarking,Search,2,,,61184000.0,ns,2
RBTree Benchmarking,Search,2,,,61478800.0,ns,2
RBTree Benchmarking,Search,2,,,60740500.0,ns,2
RBTree Benchmarking,Search,2,,,61035200.0,ns,2
RBTree Benchmarking,Search,2,,,60985600.0,ns,2
RBTree Benchmarking,Search,2,,,61283300.0,ns,2
RBTree Benchmarking,Search,2,,,62361900.0,ns,2
RBTree Benchmarking,Search,2,,,61101000.0,ns,2
RBTree Benchmarking,Search,2,,,61434600.0,ns,2
RBTree Benchmarking,Search,2,,,62241600.0,ns,2
RBTree Benchmarking,Search,2,,,61633400.0,ns,2
RBTree Benchmarking,Search,2,,,61062000.0,ns,2
RBTree Benchmarking,Search,2,,,61209700.0,ns,2
RBTree Benchmarking,Search,2,,,61271700.0,ns,2
RBTree Benchmarking,Search,2,,,61378300.0,ns,2
RBTree Benchmarking,Search,2,,,61344400.0,ns,2
RBTree Benchmarking,Search,2,,,60943200.0,ns,2
RBTree Benchmarking,Search,2,,,61143200.0,ns,2
RBTree Benchmarking,Search,2,,,61309000.0,ns,2
RBTree Benchmarking,Search,2,,,61181400.0,ns,2
RBTree Benchmarking,Search,2,,,61134700.0,ns,2
